餐次,序号,食物名称,主要成分,食物编码,可食部 (克/份),价格 (元/份）,是否可半份,水分 (g/100g),能量 (kcal/100g),能量 (kJ/100g),蛋白质 (g/100g),脂肪 (g/100g),碳水化合物 (g/100g),不溶性膳食纤维 (g/100g),胆固醇 (mg/100g),灰分 (g/100g),总维生素A (μg/100g),胡萝卜素 (μg/100g),视黄醇 (μg/100g),硫胺素 (μg/100g),核黄素 (mg/100g),烟酸 (mg/100g),维生素C (mg/100g),钙 (mg/100g),磷 (mg/100g),钾 (mg/100g),钠 (mg/100g),镁 (mg/100g),铁 (mg/100g),锌 (mg/100g),硒 (mg/100g),铜 (mg/100g),锰 (mg/100g),异亮氨酸 (mg/100g),亮氨酸 (mg/100g),赖氨酸 (mg/100g),含硫氨基酸(SAA)_Total (mg/100g),含硫氨基酸(SAA)_蛋氨酸 (mg/100g),含硫氨基酸(SAA)_胱氨酸 (mg/100g),芳香族氨基酸(AAA)_Total (mg/100g),芳香族氨基酸(AAA)_苯丙氨酸 (mg/100g),芳香族氨基酸(AAA)_酪氨酸 (mg/100g),苏氨酸 (mg/100g),色氨酸 (mg/100g),缬氨酸 (mg/100g),精氨酸 (mg/100g),组氨酸 (mg/100g),丙氨酸 (mg/100g),天冬氨酸 (mg/100g),谷氨酸 (mg/100g),甘氨酸 (mg/100g),脯氨酸 (mg/100g),丝氨酸 (mg/100g)
午餐,32,香菇炒油菜,香菇,51019,20,3,1,91.7,26,107,2.2,0.3,5.2,3.3,0,0.6,0,0,0,0,0.08,2,1,2,53,20,1.4,11,0.3,0.66,2.58,0.12,0.25,212,117,68,0,0,0,140,77,63,83,39,95,71,38,96,143,284,78,0,86
午餐,32,香菇炒油菜,豆油,192004,5,3,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,33,卷心菜炒木耳,卷心菜,45201,100,3,1,93.2,24,101,1.5,0.2,4.6,1,0,0.5,6,70,0,0.03,0.03,0.4,40,49,26,124,27.2,12,0.6,0.25,0.96,0.04,0.18,37,51,52,29,10,19,69,35,34,39,20,53,74,29,56,111,318,31,0,40
午餐,33,卷心菜炒木耳,木耳,51014,20,3,1,91.8,27,112,1.5,0.2,6,2.6,0,0.5,2,20,0,0.01,0.05,0.2,1,34,12,52,8.5,57,5.5,0.53,0.46,0.04,0.97,63,0,0,29,0,29,90,54,36,63,19,58,69,32,82,118,133,58,50,58
午餐,33,卷心菜炒木耳,豆油,192004,5,3,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,34,炒三丝,土豆,"021101
021104",80,3,1,78.6,81,343,2.6,0.2,17.8,1.1,0,0.8,1,6,0,0.1,0.02,1.1,14,7,46,347,5.9,24,0.4,0.3,0.47,0.09,0.1,0,0,0,0,24,0,0,0,0,0,29,87,71,27,60,356,270,52,49,0
午餐,34,炒三丝,胡萝卜,41201,10,3,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
午餐,34,炒三丝,青椒,43123,30,3,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
午餐,34,炒三丝,豆油,192004,5,3,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,35,炒豆芽粉条,豆芽,42206,100,3,1,95.3,16,65,1.7,0.1,2.6,1.2,0,0.3,1,11,0,0.02,0.02,0.35,4,14,19,32,25.8,18,0.3,0.2,0.27,0.05,0.05,85,111,85,57,33,24,155,110,45,64,22,127,130,53,66,505,121,41,66,67
午餐,35,炒豆芽粉条,粉条,21204,15,3,1,14.5,336,1406,2.7,0.2,80.9,0.1,0,1.7,2,20,0,0.03,0.05,0.2,0,33,12,66,26.4,102,10,0.29,2.62,0.05,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,35,炒豆芽粉条,豆油,192004,5,3,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,36,木须柿子,鸡蛋,111101x,20,4,1,75.2,139,581,13.1,8.6,2.4,0,648,0.9,255,0,216,0.09,0.2,0.2,0,56,130,154,131.5,10,1.6,0.89,13.96,0.19,0.03,649,1047,846,826,327,499,1146,652,495,588,187,636,743,266,658,1212,1593,394,343,905
午餐,36,木须柿子,西红柿,43119,100,4,1,95.2,15,62,0.9,0.2,3.3,0,0,0.4,31,375,0,0.02,0.01,0.49,14,4,24,179,9.7,12,0.2,0.12,0,0.04,0.06,13,20,23,17,6,11,34,20,14,20,5,15,18,12,17,84,311,14,17,23
午餐,36,木须柿子,豆油,192004,5,4,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,37,木须瓜片,鸡蛋,111101x,20,4,1,75.2,139,581,13.1,8.6,2.4,0,648,0.9,255,0,216,0.09,0.2,0.2,0,56,130,154,131.5,10,1.6,0.89,13.96,0.19,0.03,649,1047,846,826,327,499,1146,652,495,588,187,636,743,266,658,1212,1593,394,343,905
午餐,37,木须瓜片,黄瓜,43208,100,4,1,95.8,16,65,0.8,0.2,2.9,0.5,0,0.3,8,90,0,0.02,0.03,0.2,9,24,24,102,4.9,15,0.5,0.18,0.38,0.05,0.06,19,33,33,24,11,13,34,19,15,20,6,23,20,10,23,33,205,27,22,26
午餐,37,木须瓜片,豆油,192004,5,4,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,38,地三鲜,茄子,043101x,80,4,1,93.4,23,97,1.1,0.2,4.9,1.3,0,0.4,4,50,0,0.02,0.04,0.6,5,24,23,142,5.4,13,0.5,0.23,0.48,0.1,0.13,32,47,55,24,7,17,76,46,30,29,10,46,51,20,39,118,145,34,28,31
午餐,38,地三鲜,土豆,"021101
021104",80,4,1,78.6,81,343,2.6,0.2,17.8,1.1,0,0.8,1,6,0,0.1,0.02,1.1,14,7,46,347,5.9,24,0.4,0.3,0.47,0.09,0.1,0,0,0,0,24,0,0,0,0,0,29,87,71,27,60,356,270,52,49,0
午餐,38,地三鲜,青椒,43123,10,4,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
午餐,38,地三鲜,豆油,192004,10,4,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,39,炒肉扁豆,扁豆,42118,100,5,1,89.5,32,133,2.3,0.2,7.4,3.9,0,0.6,5,65,0,0.05,0.06,0.24,2,57,49,163,3.9,31,0.5,0.26,0,0.05,0.13,85,150,120,46,25,21,139,79,60,120,31,106,122,62,123,301,296,79,103,121
午餐,39,炒肉扁豆,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,39,炒肉扁豆,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,39,炒肉扁豆,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,40,炒肉蒜台,蒜台,44106,100,5,1,88.9,40,169,2.1,0.4,8,1.8,0,0.6,23,280,0,0.11,0.08,0.5,35,29,44,226,5.1,18,1.4,0.46,1.24,0.05,0.17,61,102,97,48,22,26,107,62,45,67,17,72,87,29,96,166,419,53,44,81
午餐,40,炒肉蒜台,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,40,炒肉蒜台,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,40,炒肉蒜台,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,41,炒肉青椒,青椒,43123,100,5,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
午餐,41,炒肉青椒,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,41,炒肉青椒,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,41,炒肉青椒,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,42,炒肉杏鲍菇,杏鲍菇,51051,80,5,1,89.6,35,148,1.3,0.1,8.3,2.1,0,0.7,0,0,0,0.03,0.14,3.68,0,13,66,242,3.5,9,0.5,0.39,1.8,0.06,0.04,122,100,40,26,10,16,112,70,42,43,6,55,28,18,67,36,91,42,35,21
午餐,42,炒肉杏鲍菇,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,42,炒肉杏鲍菇,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,42,炒肉杏鲍菇,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,43,炒肉酸菜粉,酸菜,45119,80,5,1,94.9,10,40,0.7,0.2,2.6,0,0,1.6,0,0,0,0.01,0.01,0,0,48,38,104,43.1,21,0.3,0.03,0.16,0,0.01,40,62,65,9,9,0,63,37,26,44,0,59,47,18,75,103,370,47,28,50
午餐,43,炒肉酸菜粉,粉条,21204,10,5,1,14.5,336,1406,2.7,0.2,80.9,0.1,0,1.7,2,20,0,0.03,0.05,0.2,0,33,12,66,26.4,102,10,0.29,2.62,0.05,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,43,炒肉酸菜粉,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,43,炒肉酸菜粉,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,43,炒肉酸菜粉,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,44,家常豆腐,豆腐,031301x,150,5,1,10.2,390,1631,35,16,34.2,15.5,0,4.6,18,220,0,0.41,0.2,2.1,0,191,465,1503,2.2,199,8.2,3.34,6.16,1.35,2.26,265,511,394,180,87,93,576,335,241,256,93,296,487,161,280,770,1259,264,320,358
午餐,44,家常豆腐,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,44,家常豆腐,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,44,家常豆腐,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,45,溜肉段,猪肉,081111x,50,8,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,45,溜肉段,猪肉,081111x,50,8,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
午餐,45,溜肉段,青椒,43123,10,8,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
午餐,45,溜肉段,胡萝卜,41201,10,8,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
午餐,45,溜肉段,豆油,192004,15,8,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,46,锅包肉,猪肉瘦,081110x,50,8,1,71.2,153,641,20.7,7.8,0,0,64,1.1,0,0,0,0.31,0.1,5.3,0,2,141,305,54,23,1.1,2.2,8.32,0.06,0.03,796,1663,1710,717,496,221,1682,852,830,947,101,902,1325,767,1201,1932,3195,917,831,838
午餐,46,锅包肉,青椒,43123,10,8,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
午餐,46,锅包肉,胡萝卜,41201,10,8,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
午餐,46,锅包肉,豆油,192004,15,8,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,47,红烧肉,五花猪肉,81108,50,8,1,53,339,1401,13.6,30.6,2.2,0,77,0.6,10,0,10,0.36,0.15,3.1,0,6,120,168,52,15,1.3,2.2,6.05,0.12,0.01,508,917,1032,519,310,209,822,426,396,608,260,594,793,454,693,1120,1939,640,462,477
午餐,47,红烧肉,干豆腐,31509,50,8,1,52,262,1096,24.5,16,5.5,1,0,2,3,30,0,0.04,0.05,0.2,0,313,309,94,20.6,80,6.4,2.52,1.75,0.46,1.96,1031,1719,1389,603,248,355,2119,1241,878,830,0,1067,1566,599,888,2227,3713,858,1060,1152
午餐,47,红烧肉,豆油,192004,10,8,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,48,烧排骨,猪排骨,81114,50,8,1,58.8,264,1095,18.3,20.4,1.7,0,165,0.8,12,0,12,0.8,0.15,5.3,0,8,125,274,44.5,17,0.8,1.72,10.3,0.12,0.05,684,1234,1388,698,417,281,1106,574,532,818,349,799,1067,610,933,1508,2609,861,621,642
午餐,48,烧排骨,土豆,"021101
021104",50,8,1,78.6,81,343,2.6,0.2,17.8,1.1,0,0.8,1,6,0,0.1,0.02,1.1,14,7,46,347,5.9,24,0.4,0.3,0.47,0.09,0.1,0,0,0,0,24,0,0,0,0,0,29,87,71,27,60,356,270,52,49,0
午餐,48,烧排骨,豆油,192004,10,8,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,49,宫保鸡丁,鸡肉,91112,50,8,1,71.7,118,499,24.6,1.9,0.6,0,65,1.2,3,0,3,0.07,0.06,11.96,0,1,170,333,44.8,28,1,0.26,11.75,0.01,0.01,930,1900,2020,980,730,250,1620,870,750,1080,300,1120,1560,870,1360,2260,3570,990,780,960
午餐,49,宫保鸡丁,胡萝卜,41201,10,8,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
午餐,49,宫保鸡丁,黄瓜,43208,10,8,1,95.8,16,65,0.8,0.2,2.9,0.5,0,0.3,8,90,0,0.02,0.03,0.2,9,24,24,102,4.9,15,0.5,0.18,0.38,0.05,0.06,19,33,33,24,11,13,34,19,15,20,6,23,20,10,23,33,205,27,22,26
午餐,49,宫保鸡丁,花生米,72004,10,8,1,6.9,574,2400,24.8,44.3,21.7,5.5,0,2.3,3,30,0,0.72,0.13,17.9,2,39,324,587,3.6,178,2.1,2.5,3.94,0.95,1.25,829,1600,860,588,265,323,2087,1209,878,620,229,967,2827,526,980,2719,4614,1314,926,1106
午餐,49,宫保鸡丁,豆油,192004,10,8,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,50,炸鸡块,炸鸡块,91303,100,7,0,49.4,279,1164,20.3,17.3,10.5,0,198,2.5,23,0,23,0.03,0.17,16.7,0,109,530,232,755,28,2.2,1.66,11.2,0.11,0.12,912,1536,1535,0,0,0,1635,922,713,854,0,907,1170,537,1064,1719,3593,968,646,774
午餐,51,炒牛肉,牛肉,082101x,100,10,1,69.8,160,669,20,8.7,0.5,0,58,1.1,3,0,3,0.04,0.11,4.15,0,5,182,212,64.1,22,1.8,4.7,3.15,0.05,0.03,850,1563,1722,514,248,265,1460,789,671,893,125,936,1262,692,1152,1725,2832,988,754,790
午餐,51,炒牛肉,青椒,43123,10,10,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
午餐,51,炒牛肉,胡萝卜,41201,10,10,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
午餐,51,炒牛肉,豆油,192004,10,10,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,52,茄汁沙丁鱼,茄汁沙丁鱼,121417,100,7,1,70.4,155,648,13.8,9.8,3,0,39,3,104,1248,0,0.04,0.12,5.18,0,17,137,268,820.2,20,0.6,0.32,34.64,0.08,0,610,1070,1100,550,440,110,1100,580,520,650,120,710,750,510,830,1390,2130,710,580,580
午餐,53,干炸黄花鱼,黄花鱼,121242,150,7,1,79.4,114,478,17,5.1,0,0,76,1.6,94,0,94,0.03,0.08,0.72,0,191,217,198,194.3,23,0.7,0.88,26.71,0.04,0.06,700,1320,1500,730,540,190,1320,680,640,790,110,830,1020,300,1000,1730,2670,750,540,740
午餐,53,干炸黄花鱼,豆油,192004,15,7,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,54,红烧带鱼,带鱼,121203,100,7,1,73.3,127,535,17.7,4.9,3.1,0,76,1,29,0,29,0.02,0.06,2.8,0,28,191,280,150.1,43,1.2,0.7,36.57,0.08,0.17,746,1313,1417,588,391,197,1262,685,577,719,207,810,1042,363,1042,1616,2669,1111,617,629
午餐,54,红烧带鱼,青椒,43123,10,7,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
午餐,54,红烧带鱼,胡萝卜,41201,10,7,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
午餐,54,红烧带鱼,豆油,192004,10,7,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
午餐,55,西瓜,西瓜,066201x,100,1,0,92.3,31,108,0.5,0.3,6.8,0.2,0,0.2,14,173,0,0.02,0.04,0.3,5.7,7,12,97,3.3,14,0.4,0.09,0.09,0.03,0.03,18,18,18,11,4,7,24,14,10,13,4,20,66,9,15,33,96,12,11,14
午餐,56,香蕉,香蕉,65033,100,1,0,75.8,93,389,1.4,0.2,22,1.2,0,0.6,5,60,0,0.02,0.04,0.7,8,7,28,256,0.8,43,0.4,0.18,0.87,0.14,0.65,42,86,60,37,37,0,72,46,26,49,6,72,60,89,44,157,172,43,49,51
午餐,57,蜜瓜,蜜瓜,66104,100,1,0,95,11,47,0.4,0,4,3.2,0,0.6,15,180,0,0.02,0.01,0.5,15,0,0,0,0,0,0,0,0,0,0,9,10,8,5,5,0,24,15,9,11,9,22,0,6,60,43,0,15,0,24
午餐,58,苹果,苹果,061101x,100,1,0,86.1,53,227,0.4,0.2,13.7,1.7,0,0.2,4,50,0,0.02,0.02,0.2,3,4,7,83,1.3,4,0.3,0.04,0.1,0.07,0.03,12,15,15,17,5,12,32,17,15,11,11,21,9,5,14,68,30,12,11,14
午餐,59,葡萄,葡萄,063101x,100,1,0,88.5,45,185,0.4,0.3,10.3,1,0,0.3,3,40,0,0.03,0.02,0.25,4,9,13,127,1.9,7,0.4,0.16,0.11,0.18,0.04,8,11,13,15,7,8,24,14,10,13,6,13,38,8,18,20,46,11,11,13
晚餐,1,大米饭,稻米,012001x,25,0.5,0,13.3,346,1453,7.9,0.9,77.2,0.6,0,0.7,0,0,0,0.15,0.04,2,0,8,112,112,1.8,31,1.1,1.54,2.83,0.25,1.13,319,611,260,332,162,170,723,421,302,262,124,426,570,161,420,650,1250,305,324,360
晚餐,2,馒头,小麦粉,011201x,50,1,0,11.2,359,1512,12.4,1.7,74.1,0.8,0,0.7,0,0,0,0.2,0.06,1.57,0,28,136,185,14.1,53,1.4,0.69,7.1,0.23,0.37,402,837,271,460,174,286,946,611,335,337,123,510,451,234,391,529,4074,460,1369,573
晚餐,3,花卷,小麦粉,011201x,50,1,0,11.2,359,1512,12.4,1.7,74.1,0.8,0,0.7,0,0,0,0.2,0.06,1.57,0,28,136,185,14.1,53,1.4,0.69,7.1,0.23,0.37,402,837,271,460,174,286,946,611,335,337,123,510,451,234,391,529,4074,460,1369,573
晚餐,4,豆浆,黄豆,31101,10,1.5,0,10.2,390,1631,35,16,34.2,15.5,0,4.6,18,220,0,0.41,0.2,2.1,0,191,465,1503,2.2,199,8.2,3.34,6.16,1.35,2.26,1853,2819,2237,902,385,517,3013,1844,1169,1435,455,1726,2840,968,1542,3997,6258,1600,1863,1846
晚餐,5,小米粥,小米,15101,15,0.5,0,11.6,361,1511,9,3.1,75.1,1.6,0,1.2,8,100,0,0.33,0.1,1.5,0,41,229,284,4.3,107,5.1,1.87,4.74,0.54,0.89,392,1166,176,512,291,221,753,494,259,327,178,483,315,168,803,682,1871,245,658,408
晚餐,6,馄饨,小麦粉,011201x,40,6,0,11.2,359,1512,12.4,1.7,74.1,0.8,0,0.7,0,0,0,0.2,0.06,1.57,0,28,136,185,14.1,53,1.4,0.69,7.1,0.23,0.37,402,837,271,460,174,286,946,611,335,337,123,510,451,234,391,529,4074,460,1369,573
